name,year,disrupted,source
Bealls (Texas-based department store),2020,1,wikipedia_ch11
The Beaufort Gazette,2020,1,wikipedia_ch11
Bebe Stores,2020,1,wikipedia_ch11
Belleville News-Democrat,2020,1,wikipedia_ch11
Bergdorf Goodman,2020,1,wikipedia_ch11
BJ Energy Solutions,2020,1,wikipedia_ch11
Blair Corporation,2020,1,wikipedia_ch11
Blue Star Donuts,2020,1,wikipedia_ch11
Boomers! Parks,2020,1,wikipedia_ch11
Borden Dairy,2020,1,wikipedia_ch11
Boston Sports Clubs,2020,1,wikipedia_ch11
Bouchard Transportation,2020,1,wikipedia_ch11
Briggs & Stratton,2020,1,wikipedia_ch11
Brio Italian Grille and Bravo! Italian Kitchen,2020,1,wikipedia_ch11
Brooks Brothers,2020,1,wikipedia_ch11
Bushmaster Firearms International,2020,1,wikipedia_ch11
BuyCostumes.com,2020,1,wikipedia_ch11
California Pizza Kitchen,2020,1,wikipedia_ch11
California Resources Corporation,2020,1,wikipedia_ch11
Carlton Cards,2020,1,wikipedia_ch11
Catherines,2020,1,wikipedia_ch11
CBL Properties,2020,1,wikipedia_ch11
Century 21 (department store),2020,1,wikipedia_ch11
CertainTeed,2020,1,wikipedia_ch11
Chord Energy,2020,1,wikipedia_ch11
Chuck E. Cheese,2020,1,wikipedia_ch11
Cinemex,2020,1,wikipedia_ch11
Clean Energy Collective,2020,1,wikipedia_ch11
CMX Cinemas,2020,1,wikipedia_ch11
Cobb Theatres,2020,1,wikipedia_ch11
Così (restaurant),2020,1,wikipedia_ch11
Covia,2020,1,wikipedia_ch11
Crazy Mocha Coffee Company,2020,1,wikipedia_ch11
Crescent Dunes Solar Energy Project,2020,1,wikipedia_ch11
Dakota Arms,2020,1,wikipedia_ch11
Dean & DeLuca,2020,1,wikipedia_ch11
Denbury Resources,2020,1,wikipedia_ch11
DeSoto Square Mall,2020,1,wikipedia_ch11
Diamond Offshore Drilling,2020,1,wikipedia_ch11
Diocese of Rockville Centre,2020,1,wikipedia_ch11
Diocese of Syracuse,2020,1,wikipedia_ch11
DMX (music service),2020,1,wikipedia_ch11
Dollar Rent A Car,2020,1,wikipedia_ch11
Donlen,2020,1,wikipedia_ch11
DPMS Panther Arms,2020,1,wikipedia_ch11
Earth Fare,2020,1,wikipedia_ch11
Eutelsat OneWeb,2020,1,wikipedia_ch11
Exide,2020,1,wikipedia_ch11
Expand Energy,2020,1,wikipedia_ch11
Fairway Market,2020,1,wikipedia_ch11
Fashion to Figure,2020,1,wikipedia_ch11
Figueroa Mountain Brewing Company,2020,1,wikipedia_ch11
Fingerhut,2020,1,wikipedia_ch11
Firefly Car Rental,2020,1,wikipedia_ch11
Francesca's,2020,1,wikipedia_ch11
Friendly's,2020,1,wikipedia_ch11
Frontier Communications,2020,1,wikipedia_ch11
Furla,2020,1,wikipedia_ch11
G-Star (company),2020,1,wikipedia_ch11
Garrett Motion,2020,1,wikipedia_ch11
Robert Giardinelli,2020,1,wikipedia_ch11
GNC (company),2020,1,wikipedia_ch11
Gold's Gym,2020,1,wikipedia_ch11
Goodrich Quality Theaters,2020,1,wikipedia_ch11
Goody's (store),2020,1,wikipedia_ch11
Gordmans,2020,1,wikipedia_ch11
Gordon Biersch Brewery Restaurant,2020,1,wikipedia_ch11
Grupo Aeroméxico,2020,1,wikipedia_ch11
Guitar Center,2020,1,wikipedia_ch11
Hageland Aviation Services,2020,1,wikipedia_ch11
Hair Cuttery,2020,1,wikipedia_ch11
Helicol,2020,1,wikipedia_ch11
Hertz Car Sales,2020,1,wikipedia_ch11
Hertz Global Holdings,2020,1,wikipedia_ch11
HopCat,2020,1,wikipedia_ch11
Horchow,2020,1,wikipedia_ch11
Hornbeck Offshore Services,2020,1,wikipedia_ch11
Hudson Jeans,2020,1,wikipedia_ch11
Hytera,2020,1,wikipedia_ch11
Indiana Beach,2020,1,wikipedia_ch11
Intelsat,2020,1,wikipedia_ch11
Internap,2020,1,wikipedia_ch11
International Workplace Group,2020,1,wikipedia_ch11
IQor,2020,1,wikipedia_ch11
IT'SUGAR,2020,1,wikipedia_ch11
J.Crew,2020,1,wikipedia_ch11
JCPenney,2020,1,wikipedia_ch11
John Barrett (salon),2020,1,wikipedia_ch11
John Varvatos (company),2020,1,wikipedia_ch11
Jos. A. Bank,2020,1,wikipedia_ch11
Justice (store),2020,1,wikipedia_ch11
K&G Fashion Superstore,2020,1,wikipedia_ch11
K&W Cafeterias,2020,1,wikipedia_ch11
Kings Food Markets,2020,1,wikipedia_ch11
KnitWell Group,2020,1,wikipedia_ch11
Kool Smiles,2020,1,wikipedia_ch11
Krystal (restaurant),2020,1,wikipedia_ch11
Lane Bryant,2020,1,wikipedia_ch11
Las Vegas Monorail,2020,1,wikipedia_ch11
LATAM Airlines,2020,1,wikipedia_ch11
LATAM Airlines Brasil,2020,1,wikipedia_ch11
LATAM Airlines Colombia,2020,1,wikipedia_ch11
LATAM Airlines Ecuador,2020,1,wikipedia_ch11
LATAM Airlines Group,2020,1,wikipedia_ch11
LATAM Cargo Brasil,2020,1,wikipedia_ch11
LATAM Cargo Chile,2020,1,wikipedia_ch11
LATAM Cargo Colombia,2020,1,wikipedia_ch11
LATAM Airlines Perú,2020,1,wikipedia_ch11
Le Tote,2020,1,wikipedia_ch11
Lerner New York,2020,1,wikipedia_ch11
Levin Furniture,2020,1,wikipedia_ch11
Libbey Incorporated,2020,1,wikipedia_ch11
Lladró,2020,1,wikipedia_ch11
Logan's Roadhouse,2020,1,wikipedia_ch11
Longview Power Plant,2020,1,wikipedia_ch11
Lord & Taylor,2020,1,wikipedia_ch11
The Lorenz Corporation,2020,1,wikipedia_ch11
Lou & Grey,2020,1,wikipedia_ch11
LSC Communications,2020,1,wikipedia_ch11
Lucky Brand Jeans,2020,1,wikipedia_ch11
Lucky's Market,2020,1,wikipedia_ch11
Madewell,2020,1,wikipedia_ch11
Maison Kayser,2020,1,wikipedia_ch11
Mallinckrodt,2020,1,wikipedia_ch11
Marlin Firearms,2020,1,wikipedia_ch11
"Martinique New York on Broadway, Curio Collection by Hilton",2020,1,wikipedia_ch11
McClatchy,2020,1,wikipedia_ch11
McDermott International,2020,1,wikipedia_ch11
Miami Air International,2020,1,wikipedia_ch11
Modell's Sporting Goods,2020,1,wikipedia_ch11
Mood Media,2020,1,wikipedia_ch11
Moores,2020,1,wikipedia_ch11
Muji,2020,1,wikipedia_ch11
Music & Arts Center,2020,1,wikipedia_ch11
Muzak,2020,1,wikipedia_ch11
Neiman Marcus,2020,1,wikipedia_ch11
Neiman Marcus Group,2020,1,wikipedia_ch11
Neiman Marcus Last Call,2020,1,wikipedia_ch11
New York & Company,2020,1,wikipedia_ch11
New York Sports Clubs,2020,1,wikipedia_ch11
Niagara Amusement Park & Splash World,2020,1,wikipedia_ch11
Noble Corporation,2020,1,wikipedia_ch11
NPC International,2020,1,wikipedia_ch11
Old Chicago Pizza & Taproom,2020,1,wikipedia_ch11
Old Time Pottery,2020,1,wikipedia_ch11
Pacific Drilling,2020,1,wikipedia_ch11
Paddle8,2020,1,wikipedia_ch11
Le Pain Quotidien,2020,1,wikipedia_ch11
Palais Royal (department store),2020,1,wikipedia_ch11
The Paper Store (retailer),2020,1,wikipedia_ch11
Papyrus (company),2020,1,wikipedia_ch11
Peck & Peck,2020,1,wikipedia_ch11
Peebles (store),2020,1,wikipedia_ch11
PenAir,2020,1,wikipedia_ch11
Peter Piper Pizza,2020,1,wikipedia_ch11
Philadelphia Sports Clubs,2020,1,wikipedia_ch11
Pier 1 Imports,2020,1,wikipedia_ch11
Zac Posen,2020,1,wikipedia_ch11
PREIT,2020,1,wikipedia_ch11
Pyxus International,2020,1,wikipedia_ch11
Quorum Health Corporation,2020,1,wikipedia_ch11
Ravn Alaska,2020,1,wikipedia_ch11
Remington Arms,2020,1,wikipedia_ch11
Remington Outdoor Company,2020,1,wikipedia_ch11
Rent Group,2020,1,wikipedia_ch11
Rent.com,2020,1,wikipedia_ch11
Robert Graham (fashion brand),2020,1,wikipedia_ch11
Lucille Roberts,2020,1,wikipedia_ch11
Rock Bottom (restaurant),2020,1,wikipedia_ch11
Archdiocese of New Orleans,2020,1,wikipedia_ch11
Diocese of Buffalo,2020,1,wikipedia_ch11
Diocese of Camden,2020,1,wikipedia_ch11
next page,2020,1,wikipedia_ch11
This list may not reflect recent changes,2021,1,wikipedia_ch11
245 Park Avenue,2021,1,wikipedia_ch11
Alamo Drafthouse Cinema,2021,1,wikipedia_ch11
Alex and Ani,2021,1,wikipedia_ch11
Alpha Media,2021,1,wikipedia_ch11
AND1,2021,1,wikipedia_ch11
Avia (shoes),2021,1,wikipedia_ch11
Belk,2021,1,wikipedia_ch11
Blue Rhino,2021,1,wikipedia_ch11
Brazos Electric Power Cooperative,2021,1,wikipedia_ch11
Casa Bonita,2021,1,wikipedia_ch11
Christopher & Banks,2021,1,wikipedia_ch11
Cicis Pizza,2021,1,wikipedia_ch11
Conneaut Lake Park,2021,1,wikipedia_ch11
CWT (company),2021,1,wikipedia_ch11
DeSoto Square Mall,2021,1,wikipedia_ch11
DVS Shoes,2021,1,wikipedia_ch11
Ely & Walker,2021,1,wikipedia_ch11
Equipment (clothing brand),2021,1,wikipedia_ch11
Ferrellgas,2021,1,wikipedia_ch11
Fiesta Inn,2021,1,wikipedia_ch11
Fire Mountain Grills,2021,1,wikipedia_ch11
Episcopal Church in North Texas,2021,1,wikipedia_ch11
The Frye Company,2021,1,wikipedia_ch11
Furr's,2021,1,wikipedia_ch11
Global Brands Group,2021,1,wikipedia_ch11
Global Capacity,2021,1,wikipedia_ch11
Greensill Capital,2021,1,wikipedia_ch11
Greylock Capital Management,2021,1,wikipedia_ch11
Griddy (company),2021,1,wikipedia_ch11
Grupo Posadas,2021,1,wikipedia_ch11
GTT Communications,2021,1,wikipedia_ch11
"Heelys, Inc.",2021,1,wikipedia_ch11
Holiday Inn Resort Orlando Suites – Waterpark,2021,1,wikipedia_ch11
HomeTown Buffet,2021,1,wikipedia_ch11
Hovensa,2021,1,wikipedia_ch11
HYT (watchmaker),2021,1,wikipedia_ch11
Insight Hospital and Medical Center,2021,1,wikipedia_ch11
The Jessica Simpson Collection,2021,1,wikipedia_ch11
Katerra,2021,1,wikipedia_ch11
Katy Perry Collections,2021,1,wikipedia_ch11
L.G. Balfour Company,2021,1,wikipedia_ch11
The Limited,2021,1,wikipedia_ch11
Lorna Jane,2021,1,wikipedia_ch11
Loves Furniture & Mattresses,2021,1,wikipedia_ch11
MagnaReady,2021,1,wikipedia_ch11
Meatheads Burgers & Fries,2021,1,wikipedia_ch11
MobiTV,2021,1,wikipedia_ch11
Nassau Brewing Company,2021,1,wikipedia_ch11
National Rifle Association,2021,1,wikipedia_ch11
Nordic Aviation Capital,2021,1,wikipedia_ch11
L'Occitane en Provence,2021,1,wikipedia_ch11
Old Country Buffet,2021,1,wikipedia_ch11
The One (Los Angeles),2021,1,wikipedia_ch11
Orby TV,2021,1,wikipedia_ch11
Paper Source,2021,1,wikipedia_ch11
Philippine Airlines,2021,1,wikipedia_ch11
Piaggio Aerospace,2021,1,wikipedia_ch11
R. P. Home & Harvest,2021,1,wikipedia_ch11
Riverbed Technology,2021,1,wikipedia_ch11
"Diocese of Norwich, Connecticut",2021,1,wikipedia_ch11
Ryan's,2021,1,wikipedia_ch11
Seadrill,2021,1,wikipedia_ch11
Sean John,2021,1,wikipedia_ch11
Signia by Hilton San Jose,2021,1,wikipedia_ch11
Solstice Sunglasses,2021,1,wikipedia_ch11
Splash News,2021,1,wikipedia_ch11
Spyder (ski apparel brand),2021,1,wikipedia_ch11
Tahoe Joe's,2021,1,wikipedia_ch11
Theatre 80,2021,1,wikipedia_ch11
Vewd,2021,1,wikipedia_ch11
VitaNova Brands,2021,1,wikipedia_ch11
Washington Marriott Wardman Park,2021,1,wikipedia_ch11
Washington Prime Group,2021,1,wikipedia_ch11
William Rast,2021,1,wikipedia_ch11
This list may not reflect recent changes,2022,1,wikipedia_ch11
AfterShock Comics,2022,1,wikipedia_ch11
Agway,2022,1,wikipedia_ch11
Aha! (airline brand),2022,1,wikipedia_ch11
AIG Financial Products,2022,1,wikipedia_ch11
Alameda Research,2022,1,wikipedia_ch11
Alleva Dairy,2022,1,wikipedia_ch11
Almay,2022,1,wikipedia_ch11
Armstrong Flooring,2022,1,wikipedia_ch11
Artesian Builds,2022,1,wikipedia_ch11
Bang Energy,2022,1,wikipedia_ch11
Ben Hogan Golf Company,2022,1,wikipedia_ch11
Bertucci's,2022,1,wikipedia_ch11
Black News Channel,2022,1,wikipedia_ch11
BlockFi,2022,1,wikipedia_ch11
BonWorth,2022,1,wikipedia_ch11
Britney Spears Fragrances,2022,1,wikipedia_ch11
Carestream Health,2022,1,wikipedia_ch11
Celsius Network,2022,1,wikipedia_ch11
Charlie (fragrance),2022,1,wikipedia_ch11
Christina Aguilera Fragrances,2022,1,wikipedia_ch11
Cinema City International,2022,1,wikipedia_ch11
Cineworld,2022,1,wikipedia_ch11
Claim Jumper,2022,1,wikipedia_ch11
Clovis Oncology,2022,1,wikipedia_ch11
Consolidated Theatres (North Carolina),2022,1,wikipedia_ch11
Cutex,2022,1,wikipedia_ch11
Devicescape,2022,1,wikipedia_ch11
Drala Mountain Center,2022,1,wikipedia_ch11
Drobo,2022,1,wikipedia_ch11
Edwards Theatres,2022,1,wikipedia_ch11
"Elizabeth Arden, Inc.",2022,1,wikipedia_ch11
Endo International,2022,1,wikipedia_ch11
Enjoy Technology,2022,1,wikipedia_ch11
Escada,2022,1,wikipedia_ch11
ExpressJet,2022,1,wikipedia_ch11
Fast Radius,2022,1,wikipedia_ch11
Front Sight Firearms Training Institute,2022,1,wikipedia_ch11
FTX,2022,1,wikipedia_ch11
Giorgio Beverly Hills,2022,1,wikipedia_ch11
Great Escape Theatres,2022,1,wikipedia_ch11
Halston,2022,1,wikipedia_ch11
Happy Joe's,2022,1,wikipedia_ch11
Hoyts,2022,1,wikipedia_ch11
Hyatt Regency Times Square,2022,1,wikipedia_ch11
Infowars,2022,1,wikipedia_ch11
ION Geophysical,2022,1,wikipedia_ch11
Kabbage,2022,1,wikipedia_ch11
Lumileds,2022,1,wikipedia_ch11
Masten Space Systems,2022,1,wikipedia_ch11
MD Helicopters,2022,1,wikipedia_ch11
Medly Pharmacy,2022,1,wikipedia_ch11
Mitchum,2022,1,wikipedia_ch11
MusclePharm,2022,1,wikipedia_ch11
National Association of Television Program Executives,2022,1,wikipedia_ch11
Olympia Sports,2022,1,wikipedia_ch11
Picturehouse Cinemas,2022,1,wikipedia_ch11
Polercoaster,2022,1,wikipedia_ch11
Regal Cinemas,2022,1,wikipedia_ch11
Revlon,2022,1,wikipedia_ch11
Ruby Pipeline,2022,1,wikipedia_ch11
Salem Harbor Power Station,2022,1,wikipedia_ch11
Scandinavian Airlines,2022,1,wikipedia_ch11
Seadrill,2022,1,wikipedia_ch11
Sears Hometown and Outlet Stores,2022,1,wikipedia_ch11
Sinful Colors,2022,1,wikipedia_ch11
Skyplex,2022,1,wikipedia_ch11
Skyscraper (roller coaster),2022,1,wikipedia_ch11
Spring Mountain Vineyard,2022,1,wikipedia_ch11
Sungard Availability Services,2022,1,wikipedia_ch11
Sunrise Mall (Corpus Christi),2022,1,wikipedia_ch11
Talen Energy,2022,1,wikipedia_ch11
TPC Group,2022,1,wikipedia_ch11
TRX System,2022,1,wikipedia_ch11
Ultima II (cosmetics line),2022,1,wikipedia_ch11
United Artists Theatres,2022,1,wikipedia_ch11
US Thrill Rides,2022,1,wikipedia_ch11
Voyager Digital,2022,1,wikipedia_ch11
Weyerbacher Brewing Company,2022,1,wikipedia_ch11
This list may not reflect recent changes,2023,1,wikipedia_ch11
AeroFarms,2023,1,wikipedia_ch11
AHS Sherman Medical Center,2023,1,wikipedia_ch11
Air Methods,2023,1,wikipedia_ch11
Air Miles,2023,1,wikipedia_ch11
Allegiance Mining,2023,1,wikipedia_ch11
AmeriMark Direct,2023,1,wikipedia_ch11
Amscan,2023,1,wikipedia_ch11
AppHarvest,2023,1,wikipedia_ch11
Archdiocese of San Francisco,2023,1,wikipedia_ch11
Athol Hospital,2023,1,wikipedia_ch11
Auto Plus,2023,1,wikipedia_ch11
Avaya,2023,1,wikipedia_ch11
Back Yard Burgers,2023,1,wikipedia_ch11
Bakers Shoes,2023,1,wikipedia_ch11
Bally Sports,2023,1,wikipedia_ch11
Bally Sports Arizona,2023,1,wikipedia_ch11
Bally Sports New Orleans,2023,1,wikipedia_ch11
Bally Sports San Diego,2023,1,wikipedia_ch11
Bartell Drugs,2023,1,wikipedia_ch11
Beautyrest,2023,1,wikipedia_ch11
Bed Bath & Beyond,2023,1,wikipedia_ch11
Bird Global,2023,1,wikipedia_ch11
Boston Market,2023,1,wikipedia_ch11
"Boxed, Inc.",2023,1,wikipedia_ch11
Brandon Hall School,2023,1,wikipedia_ch11
Brooks Pharmacy,2023,1,wikipedia_ch11
Burbs Burgers,2023,1,wikipedia_ch11
Buy Buy Baby,2023,1,wikipedia_ch11
Capstone Green Energy,2023,1,wikipedia_ch11
Center for Autism and Related Disorders,2023,1,wikipedia_ch11
Christmas Tree Shops,2023,1,wikipedia_ch11
Christopher & Banks,2023,1,wikipedia_ch11
Clark Adams Building,2023,1,wikipedia_ch11
Clover Food Lab,2023,1,wikipedia_ch11
Corelle,2023,1,wikipedia_ch11
Corizon,2023,1,wikipedia_ch11
Corner Bakery Cafe,2023,1,wikipedia_ch11
CorningWare,2023,1,wikipedia_ch11
"Corningware, Corelle and More",2023,1,wikipedia_ch11
David's Bridal,2023,1,wikipedia_ch11
Diebold Nixdorf,2023,1,wikipedia_ch11
Diocese of Oakland,2023,1,wikipedia_ch11
Diocese of Ogdensburg,2023,1,wikipedia_ch11
Diocese of Santa Rosa in California,2023,1,wikipedia_ch11
DirectBuy,2023,1,wikipedia_ch11
Ebix,2023,1,wikipedia_ch11
Eckerd Corporation,2023,1,wikipedia_ch11
Envision Healthcare,2023,1,wikipedia_ch11
FanDuel Sports Network,2023,1,wikipedia_ch11
FanDuel Sports Network Detroit,2023,1,wikipedia_ch11
FanDuel Sports Network Florida,2023,1,wikipedia_ch11
FanDuel Sports Network Indiana,2023,1,wikipedia_ch11
FanDuel Sports Network Kansas City,2023,1,wikipedia_ch11
FanDuel Sports Network Midwest,2023,1,wikipedia_ch11
FanDuel Sports Network North,2023,1,wikipedia_ch11
FanDuel Sports Network Ohio,2023,1,wikipedia_ch11
FanDuel Sports Network Oklahoma,2023,1,wikipedia_ch11
FanDuel Sports Network SoCal,2023,1,wikipedia_ch11
FanDuel Sports Network South,2023,1,wikipedia_ch11
FanDuel Sports Network Southeast,2023,1,wikipedia_ch11
FanDuel Sports Network Southwest,2023,1,wikipedia_ch11
FanDuel Sports Network Sun,2023,1,wikipedia_ch11
FanDuel Sports Network West,2023,1,wikipedia_ch11
FanDuel Sports Network Wisconsin,2023,1,wikipedia_ch11
Fay's Drug,2023,1,wikipedia_ch11
Flying Fish Brewing,2023,1,wikipedia_ch11
FundAmerica,2023,1,wikipedia_ch11
Gastonia Honey Hunters,2023,1,wikipedia_ch11
Genesis (cryptocurrency company),2023,1,wikipedia_ch11
GenesisCare,2023,1,wikipedia_ch11
Genovese Drug Stores,2023,1,wikipedia_ch11
Halloween City,2023,1,wikipedia_ch11
Harmon Discount,2023,1,wikipedia_ch11
Hello Bello,2023,1,wikipedia_ch11
IAero Airways,2023,1,wikipedia_ch11
Instant Brands,2023,1,wikipedia_ch11
Instant Pot,2023,1,wikipedia_ch11
Internap,2023,1,wikipedia_ch11
International Longshore and Warehouse Union,2023,1,wikipedia_ch11
Invacare,2023,1,wikipedia_ch11
Invicta Watch Group,2023,1,wikipedia_ch11
Jaclyn Cosmetics,2023,1,wikipedia_ch11
Jean Coutu Group,2023,1,wikipedia_ch11
K&B,2023,1,wikipedia_ch11
Kandy Communications,2023,1,wikipedia_ch11
Kidde,2023,1,wikipedia_ch11
Lane Drug,2023,1,wikipedia_ch11
Lane Furniture,2023,1,wikipedia_ch11
Legacy Park,2023,1,wikipedia_ch11
Lifesize,2023,1,wikipedia_ch11
LoyaltyOne,2023,1,wikipedia_ch11
Madera Community Hospital,2023,1,wikipedia_ch11
Main Street Sports Group,2023,1,wikipedia_ch11
Mallinckrodt,2023,1,wikipedia_ch11
Mercy Hospital (Iowa),2023,1,wikipedia_ch11
Metropolitan Brewing,2023,1,wikipedia_ch11
Mitchell Gold + Bob Williams,2023,1,wikipedia_ch11
ModCloth,2023,1,wikipedia_ch11
Molekule,2023,1,wikipedia_ch11
Monitronics,2023,1,wikipedia_ch11
Montana Club,2023,1,wikipedia_ch11
Morphe Cosmetics,2023,1,wikipedia_ch11
Muzik (company),2023,1,wikipedia_ch11
National CineMedia,2023,1,wikipedia_ch11
New Penn,2023,1,wikipedia_ch11
Novation Companies,2023,1,wikipedia_ch11
Nu Ride Inc.,2023,1,wikipedia_ch11
One Kings Lane,2023,1,wikipedia_ch11
Party City,2023,1,wikipedia_ch11
Perry Drug Stores,2023,1,wikipedia_ch11
The Philadelphia Insectarium and Butterfly Pavilion,2023,1,wikipedia_ch11
Pioneer Aerospace Corporation,2023,1,wikipedia_ch11
PREIT,2023,1,wikipedia_ch11
Proterra (bus manufacturer),2023,1,wikipedia_ch11
Pyrex,2023,1,wikipedia_ch11
Read's Drug Store,2023,1,wikipedia_ch11
Reddaway (trucking company),2023,1,wikipedia_ch11
RediClinic,2023,1,wikipedia_ch11
Refinery29,2023,1,wikipedia_ch11
Rite Aid,2023,1,wikipedia_ch11
Roadway Express,2023,1,wikipedia_ch11
Rockport (company),2023,1,wikipedia_ch11
Archdiocese of Baltimore,2023,1,wikipedia_ch11
Roman Catholic Diocese of Albany,2023,1,wikipedia_ch11
Scoot Networks,2023,1,wikipedia_ch11
Serta (company),2023,1,wikipedia_ch11
Serta Simmons Bedding,2023,1,wikipedia_ch11
Shift Technologies (online marketplace),2023,1,wikipedia_ch11
ShopHQ,2023,1,wikipedia_ch11
Simmons Bedding Company,2023,1,wikipedia_ch11
SmileDirectClub,2023,1,wikipedia_ch11
Snapware,2023,1,wikipedia_ch11
Soft Surroundings,2023,1,wikipedia_ch11
Soho Properties,2023,1,wikipedia_ch11
Spin (company),2023,1,wikipedia_ch11
SportsTime Ohio,2023,1,wikipedia_ch11
Stanadyne,2023,1,wikipedia_ch11
Starry Internet,2023,1,wikipedia_ch11
SVB Financial Group,2023,1,wikipedia_ch11
Tattered Cover,2023,1,wikipedia_ch11
Tentrr,2023,1,wikipedia_ch11
Thrift Drug,2023,1,wikipedia_ch11
Thrifty PayLess,2023,1,wikipedia_ch11
Tuesday Morning,2023,1,wikipedia_ch11
Tuft & Needle,2023,1,wikipedia_ch11
TV Azteca,2023,1,wikipedia_ch11
Ultimate Jet,2023,1,wikipedia_ch11
Van's Aircraft,2023,1,wikipedia_ch11
Venator Materials,2023,1,wikipedia_ch11
Via.com,2023,1,wikipedia_ch11
Vice Media,2023,1,wikipedia_ch11
Vice News,2023,1,wikipedia_ch11
Vice TV,2023,1,wikipedia_ch11
Viceland,2023,1,wikipedia_ch11
Virgin Orbit,2023,1,wikipedia_ch11
Visions (cookware),2023,1,wikipedia_ch11
Vyera Pharmaceuticals,2023,1,wikipedia_ch11
West Nottingham Academy,2023,1,wikipedia_ch11
Western Global Airlines,2023,1,wikipedia_ch11
WeWork,2023,1,wikipedia_ch11
Wild Wing Cafe,2023,1,wikipedia_ch11
Yellow Corporation,2023,1,wikipedia_ch11
Z Gallerie,2023,1,wikipedia_ch11
Zymergen,2023,1,wikipedia_ch11
This list may not reflect recent changes,2024,1,wikipedia_ch11
2U (company),2024,1,wikipedia_ch11
99 Cents Only Stores,2024,1,wikipedia_ch11
1091 Pictures,2024,1,wikipedia_ch11
Accuride Corporation,2024,1,wikipedia_ch11
Ace Cider,2024,1,wikipedia_ch11
Acorda Therapeutics,2024,1,wikipedia_ch11
Agway,2024,1,wikipedia_ch11
Airspan Networks,2024,1,wikipedia_ch11
Ambri Inc.,2024,1,wikipedia_ch11
American Bank Note Company Building,2024,1,wikipedia_ch11
American Freight,2024,1,wikipedia_ch11
American Tire Distributors,2024,1,wikipedia_ch11
Amscan,2024,1,wikipedia_ch11
Arlington Theatre,2024,1,wikipedia_ch11
Audacy,2024,1,wikipedia_ch11
"Audacy, Inc.",2024,1,wikipedia_ch11
Avon Products,2024,1,wikipedia_ch11
B.R. Cohn Winery,2024,1,wikipedia_ch11
Bacone College,2024,1,wikipedia_ch11
Badcock Home Furniture &more,2024,1,wikipedia_ch11
Bayonne Medical Center,2024,1,wikipedia_ch11
Ben Nye Makeup Company,2024,1,wikipedia_ch11
Big Lots,2024,1,wikipedia_ch11
Blink Fitness,2024,1,wikipedia_ch11
Bob's Stores,2024,1,wikipedia_ch11
Bonobos (apparel),2024,1,wikipedia_ch11
Boston Market,2024,1,wikipedia_ch11
Bowflex,2024,1,wikipedia_ch11
"BowFlex, Inc.",2024,1,wikipedia_ch11
Boxer Ramen,2024,1,wikipedia_ch11
Brocato's Sandwich Shop,2024,1,wikipedia_ch11
Broyhill Furniture,2024,1,wikipedia_ch11
Buca di Beppo,2024,1,wikipedia_ch11
Buddy's Home Furnishings,2024,1,wikipedia_ch11
BurgerFi,2024,1,wikipedia_ch11
Byju's,2024,1,wikipedia_ch11
Cadence13,2024,1,wikipedia_ch11
CalAmp,2024,1,wikipedia_ch11
Cameron Hughes Wine,2024,1,wikipedia_ch11
Carney Hospital,2024,1,wikipedia_ch11
Chicken Soup for the Soul Entertainment,2024,1,wikipedia_ch11
"Christ Hospital (Jersey City, New Jersey)",2024,1,wikipedia_ch11
Cinémoi,2024,1,wikipedia_ch11
City Cruises,2024,1,wikipedia_ch11
Coach Canada,2024,1,wikipedia_ch11
Coach USA,2024,1,wikipedia_ch11
Community Coach,2024,1,wikipedia_ch11
Conn's,2024,1,wikipedia_ch11
The Container Store,2024,1,wikipedia_ch11
Crackle (service),2024,1,wikipedia_ch11
Creativebug,2024,1,wikipedia_ch11
Crucible Industries,2024,1,wikipedia_ch11
Dancing Deer Baking Co.,2024,1,wikipedia_ch11
Diet-to-Go,2024,1,wikipedia_ch11
Diocese of Sacramento,2024,1,wikipedia_ch11
Dynata,2024,1,wikipedia_ch11
Eastern Mountain Sports,2024,1,wikipedia_ch11
EatStreet,2024,1,wikipedia_ch11
Edgio,2024,1,wikipedia_ch11
EdX,2024,1,wikipedia_ch11
Eegee's,2024,1,wikipedia_ch11
Enviva,2024,1,wikipedia_ch11
Epic!,2024,1,wikipedia_ch11
Eventful,2024,1,wikipedia_ch11
"Express, Inc.",2024,1,wikipedia_ch11
First Mode,2024,1,wikipedia_ch11
Fisker Inc.,2024,1,wikipedia_ch11
Florida Civil Commitment Center,2024,1,wikipedia_ch11
Franchise Group,2024,1,wikipedia_ch11
The Gateway Pundit,2024,1,wikipedia_ch11
GeoGebra,2024,1,wikipedia_ch11
Gokada,2024,1,wikipedia_ch11
Gol Linhas Aéreas Inteligentes,2024,1,wikipedia_ch11
Gotham Bar and Grill,2024,1,wikipedia_ch11
Gritstone bio,2024,1,wikipedia_ch11
Halcyon Studios,2024,1,wikipedia_ch11
Halloween City,2024,1,wikipedia_ch11
"Hardinge, Inc.",2024,1,wikipedia_ch11
Harrah's Reno,2024,1,wikipedia_ch11
Hearthside Food Solutions,2024,1,wikipedia_ch11
Hialeah Hospital,2024,1,wikipedia_ch11
Hoboken University Medical Center,2024,1,wikipedia_ch11
Hoonigan Racing Division,2024,1,wikipedia_ch11
Hwy 55 Burgers Shakes & Fries,2024,1,wikipedia_ch11
ICON Aircraft,2024,1,wikipedia_ch11
Ideanomics,2024,1,wikipedia_ch11
Imperial Pacific,2024,1,wikipedia_ch11
